"","sig_id","cell_iname","conditionId"
"1730","MOAR002_A375_24H:N16","A375","E-7449_10 uM_24 h"
"1731","MOAR003_A375_24H:M07","A375","darifenacin_10 uM_24 h"
"1732","MOAR006_A375_24H:F01","A375","papaverine_10 uM_24 h"
"1733","MOAR002_A375_24H:F07","A375","WHI-P154_10 uM_24 h"
"1734","MOAR005_A375_24H:L01","A375","GMX-1778_10 uM_24 h"
"1735","MOAR003_A375_24H:N11","A375","gossypol_3.33 uM_24 h"
"1736","MOAR004_A375_24H:F08","A375","AZ-6102_3.33 uM_24 h"
"1737","MOAR006_A375_24H:I01","A375","MS-023_10 uM_24 h"
"1738","MOAR003_A375_24H:F01","A375","ASP-3026_10 uM_24 h"
"1739","MOAR002_A375_24H:N10","A375","K-02288_10 uM_24 h"
"1740","MOAR003_A375_24H:A14","A375","cebranopadol_3.33 uM_24 h"
"1741","MOAR004_A375_24H:M10","A375","BRD-K98984202_10 uM_24 h"
"1742","MOAR003_A375_24H:B12","A375","NSC-697923_1.11 uM_24 h"
"1743","MOAR003_A375_24H:A19","A375","CEP-33779_10 uM_24 h"
"1744","MOAR006_A375_24H:K01","A375","BRD-K30149952_10 uM_24 h"
"1745","MOAR006_A375_24H:O22","A375","methylstat_10 uM_24 h"
"1746","MOAR002_A375_24H:M22","A375","NVP-BSK805_10 uM_24 h"
"1747","MOAR003_A375_24H:B22","A375","AZ-960_10 uM_24 h"
"1748","MOAR006_A375_24H:J07","A375","P-22077_10 uM_24 h"
"1749","MOAR005_A375_24H:C02","A375","BMS-754807_3.33 uM_24 h"
"1750","MOAR006_A375_24H:O01","A375","BAY-598_10 uM_24 h"
"1751","MOAR006_A375_24H:C07","A375","filanesib_10 uM_24 h"
"1752","MOAR004_A375_24H:G16","A375","I-CBP112_10 uM_24 h"
"1753","MOAR005_A375_24H:O11","A375","NVP-ADW742_3.33 uM_24 h"
"1754","MOAR005_A375_24H:K07","A375","GSK-864_10 uM_24 h"
"1755","MOAR005_A375_24H:F19","A375","repsox_10 uM_24 h"
"1756","MOAR002_A375_24H:N05","A375","protoporphyrin-ix_3.33 uM_24 h"
"1757","MOAR002_A375_24H:P01","A375","dynasore_10 uM_24 h"
"1758","MOAR006_A375_24H:J10","A375","BRD-K42205652_10 uM_24 h"
"1759","MOAR005_A375_24H:K11","A375","SCH-772984_3.33 uM_24 h"
"1760","MOAR003_A375_24H:M12","A375","TG-101209_1.11 uM_24 h"
"1761","MOAR005_A375_24H:F07","A375","DDR1-IN-1_10 uM_24 h"
"1762","MOAR005_A375_24H:P20","A375","BMS-265246_3.33 uM_24 h"
"1763","MOAR002_A375_24H:F10","A375","BRD-K40331046_10 uM_24 h"
"1764","MOAR006_A375_24H:A10","A375","AMG-900_10 uM_24 h"
"1765","MOAR007_A375_24H:L01","A375","KU-14R_10 uM_24 h"
"1766","MOAR006_A375_24H:M22","A375","BRD-K03536150_10 uM_24 h"
"1767","MOAR007_A375_24H:L17","A375","pacritinib_3.33 uM_24 h"
"1768","MOAR003_A375_24H:I19","A375","dioscin_10 uM_24 h"
"1769","MOAR002_A375_24H:N19","A375","taranabant_10 uM_24 h"
"1770","MOAR004_A375_24H:D23","A375","bromosporine_3.33 uM_24 h"
"1771","MOAR005_A375_24H:A13","A375","GSK-343_10 uM_24 h"
"1772","MOAR003_A375_24H:K13","A375","WP-1130_10 uM_24 h"
"1773","MOAR019_A375_24H:A12","A375","7-hydroxystaurosporine_0.66 uM_24 h"
"1774","MOAR005_A375_24H:L07","A375","terreic-acid_10 uM_24 h"
"1775","MOAR019_A375_24H:E15","A375","ZG-10_3.33 uM_24 h"
"1776","MOAR006_A375_24H:M01","A375","kenpaullone_10 uM_24 h"
"1777","MOAR002_A375_24H:M01","A375","clomipramine_10 uM_24 h"
"1778","MOAR002_A375_24H:P19","A375","eltrombopag_10 uM_24 h"
"1779","MOAR005_A375_24H:O09","A375","barasertib-HQPA_1.11 uM_24 h"
"1780","MOAR006_A375_24H:O05","A375","PRT-062607_3.33 uM_24 h"
"1781","MOAR004_A375_24H:C01","A375","BRD-K58744164_10 uM_24 h"
"1782","MOAR003_A375_24H:I01","A375","GW-788388_10 uM_24 h"
"1783","MOAR003_A375_24H:J16","A375","alogliptin_10 uM_24 h"
"1784","MOAR005_A375_24H:O04","A375","BRD-A45524355_10 uM_24 h"
"1785","MOAR005_A375_24H:N08","A375","FQI-1_3.33 uM_24 h"
"1786","MOAR007_A375_24H:E22","A375","azilsartan-medoxomil_10 uM_24 h"
"1787","MOAR005_A375_24H:K23","A375","CP-673451_3.33 uM_24 h"
"1788","MOAR006_A375_24H:E07","A375","BMS-833923_10 uM_24 h"
"1789","MOAR005_A375_24H:O03","A375","G-5555_1.11 uM_24 h"
"1790","MOAR002_A375_24H:G01","A375","EPZ-5676_10 uM_24 h"
"1791","MOAR006_A375_24H:E22","A375","dipyridamole_10 uM_24 h"
"1792","MOAR003_A375_24H:I23","A375","BRD-K47869605_3.33 uM_24 h"
"1793","MOAR019_A375_24H:G22","A375","givinostat_0.66 uM_24 h"
"1794","MOAR004_A375_24H:P04","A375","UK-356618_10 uM_24 h"
"1795","MOAR006_A375_24H:B13","A375","thiazovivin_10 uM_24 h"
"1796","MOAR019_A375_24H:K06","A375","PP-1_3.33 uM_24 h"
"1797","MOAR002_A375_24H:G12","A375","A-205804_1.11 uM_24 h"
"1798","MOAR005_A375_24H:D17","A375","LLY-507_3.33 uM_24 h"
"1799","MOAR004_A375_24H:O05","A375","BRD-K31029552_3.33 uM_24 h"
"1800","MOAR007_A375_24H:K05","A375","BRD-K76064317_3.33 uM_24 h"
"1801","MOAR019_A375_24H:L06","A375","BRD-K12244279_3.33 uM_24 h"
"1802","MOAR005_A375_24H:C10","A375","BRD-K37937164_10 uM_24 h"
"1803","MOAR006_A375_24H:D19","A375","MIM-1_10 uM_24 h"
"1804","MOAR006_A375_24H:K13","A375","SU-11274_10 uM_24 h"
"1805","MOAR005_A375_24H:G22","A375","RKI-1447_10 uM_24 h"
"1806","MOAR006_A375_24H:O16","A375","BRD-A40802033_10 uM_24 h"
"1807","MOAR019_A375_24H:F17","A375","LY-2835219_3.33 uM_24 h"
"1808","MOAR006_A375_24H:J19","A375","PF-184_10 uM_24 h"
"1809","MOAR003_A375_24H:F22","A375","SB-505124_10 uM_24 h"
"1810","MOAR005_A375_24H:H02","A375","7b-cis_3.33 uM_24 h"
"1811","MOAR003_A375_24H:I12","A375","VLX-600_1.11 uM_24 h"
"1812","MOAR004_A375_24H:E01","A375","VE-821_10 uM_24 h"
"1813","MOAR004_A375_24H:L04","A375","amodiaquine_10 uM_24 h"
"1814","MOAR006_A375_24H:C22","A375","BRD-K75708657_10 uM_24 h"
"1815","MOAR007_A375_24H:M06","A375","disulfiram_1.11 uM_24 h"
"1816","MOAR002_A375_24H:M17","A375","ceritinib_3.33 uM_24 h"
"1817","MOAR004_A375_24H:D17","A375","WP-1066_3.33 uM_24 h"
"1818","MOAR003_A375_24H:B08","A375","pyroxamide_3.33 uM_24 h"
"1819","MOAR004_A375_24H:J19","A375","prochlorperazine_10 uM_24 h"
"1820","MOAR005_A375_24H:M10","A375","FQI-2_10 uM_24 h"
"1821","MOAR005_A375_24H:A19","A375","NVP-AEW541_10 uM_24 h"
"1822","MOAR006_A375_24H:K19","A375","BRD-K30748066_10 uM_24 h"
"1823","MOAR006_A375_24H:M16","A375","BRD-K83834119_10 uM_24 h"
"1824","MOAR002_A375_24H:N13","A375","CS-917_10 uM_24 h"
"1825","MOAR002_A375_24H:P22","A375","linsitinib_10 uM_24 h"
"1826","MOAR002_A375_24H:F16","A375","trifluridine_10 uM_24 h"
"1827","MOAR019_A375_24H:M03","A375","I-BET-151_3.33 uM_24 h"
"1828","MOAR003_A375_24H:P04","A375","demeclocycline_10 uM_24 h"
"1829","MOAR003_A375_24H:F13","A375","beta-funaltrexamine_10 uM_24 h"
"1830","MOAR005_A375_24H:K16","A375","cdk/crk-inhibitor_10 uM_24 h"
"1831","MOAR003_A375_24H:K04","A375","XMD-1150_10 uM_24 h"
"1832","MOAR019_A375_24H:N15","A375","midostaurin_3.33 uM_24 h"
"1833","MOAR007_A375_24H:P01","A375","nelfinavir_10 uM_24 h"
"1834","MOAR003_A375_24H:N16","A375","BRD-A92800748_10 uM_24 h"
"1835","MOAR006_A375_24H:G16","A375","CFI-400945_10 uM_24 h"
"1836","MOAR006_A375_24H:L04","A375","KPT-185_10 uM_24 h"
"1837","MOAR005_A375_24H:J12","A375","BMS-387032_1.11 uM_24 h"
"1838","PCLB003_A375_24H:BRD-K75627148-001-02-4:10","A375","BRD-K75627148_10 uM_24 h"
"1839","PCLB002_HT29_24H:BRD-K61894884:3.33","HT29","BRD-K61894884_3.33 uM_24 h"
"1840","PCLB002_A375_24H:BRD-K84937637:10","A375","sirolimus_10 uM_24 h"
"1841","PCLB003_A375_24H:BRD-K25079130-001-01-1:10","A375","BRD-K25079130_10 uM_24 h"
"1842","PCLB002_HT29_24H:BRD-K19876534:10","HT29","BRD-K19876534_10 uM_24 h"
"1843","PCLB003_A375_24H:BRD-K81528515-001-01-3:10","A375","nilotinib_10 uM_24 h"
"1844","PCLB002_A375_24H:BRD-K89097220:3.33","A375","BRD-K89097220_3.33 uM_24 h"
"1845","PCLB003_HT29_24H:BRD-K25079130-001-01-1:10","HT29","BRD-K25079130_10 uM_24 h"
"1846","PCLB002_A375_24H:BRD-K01877528:10","A375","TL-HRAS-61_10 uM_24 h"
"1847","PCLB002_A375_24H:BRD-K29313308:10","A375","HDAC3-selective_10 uM_24 h"
"1848","PCLB003_HT29_24H:BRD-K21001652-001-01-7:10","HT29","BRD-K21001652_10 uM_24 h"
"1849","PCLB003_HT29_24H:BRD-K16410418-001-02-0:10","HT29","BRD-K16410418_10 uM_24 h"
"1850","PCLB002_A375_24H:BRD-K83694683:10","A375","BRD-K83694683_10 uM_24 h"
"1851","PCLB003_A375_24H:BRD-A52530684-003-01-7:10","A375","doxorubicin_10 uM_24 h"
"1852","PCLB003_A375_24H:BRD-K77908580-001-04-7:10","A375","entinostat_10 uM_24 h"
"1853","PCLB002_A375_24H:BRD-K26510616:10","A375","BRD-K26510616_10 uM_24 h"
"1854","PCLB003_HT29_24H:BRD-K04218075-048-12-5:10","HT29","clomifene_10 uM_24 h"
"1855","PCLB003_HT29_24H:BRD-K35860134-001-01-8:10","HT29","BRD-K35860134_10 uM_24 h"
"1856","PCLB003_HT29_24H:BRD-K50324045-001-01-3:10","HT29","BRD-K50324045_10 uM_24 h"
"1857","PCLB003_HT29_24H:BRD-K04466929-001-05-1:0.04","HT29","Merck60_0.04 uM_24 h"
"1858","PCLB003_A375_24H:BRD-K21001652-001-01-7:10","A375","BRD-K21001652_10 uM_24 h"
"1859","PCLB003_A375_24H:BRD-K16410418-001-02-0:3.33","A375","BRD-K16410418_3.33 uM_24 h"
"1860","PCLB003_A375_24H:BRD-K35860134-001-01-8:10","A375","BRD-K35860134_10 uM_24 h"
"1861","PCLB002_HT29_24H:BRD-K83694683:3.33","HT29","BRD-K83694683_3.33 uM_24 h"
"1862","PCLB003_A375_24H:BRD-K63828191-003-21-4:10","A375","raloxifene_10 uM_24 h"
"1863","PCLB002_A375_24H:BRD-K72703948:10","A375","ZM-447439_10 uM_24 h"
"1864","PCLB003_A375_24H:BRD-K83493571-001-02-7:3.33","A375","BRD-K83493571_3.33 uM_24 h"
"1865","PCLB003_A375_24H:BRD-K64606589-001-03-5:1.11","A375","apicidin_1.11 uM_24 h"
"1866","PCLB002_A375_24H:BRD-K67774729:10","A375","BRD-K67774729_10 uM_24 h"
"1867","PCLB002_A375_24H:BRD-K19876534:10","A375","BRD-K19876534_10 uM_24 h"
"1868","PCLB002_HT29_24H:BRD-K72703948:10","HT29","ZM-447439_10 uM_24 h"
"1869","PCLB003_A375_24H:BRD-K17016787-001-09-2:10","A375","estriol_10 uM_24 h"
"1870","PCLB003_A375_24H:BRD-K10466330-001-01-5:10","A375","AVA_10 uM_24 h"
"1871","PCLB002_A375_24H:BRD-A74907996:3.33","A375","equol_3.33 uM_24 h"
"1872","PCLB003_HT29_24H:BRD-K64606589-001-03-5:0.12","HT29","apicidin_0.12 uM_24 h"
"1873","PCLB002_A375_24H:BRD-K98948170:10","A375","BRD-K98948170_10 uM_24 h"
"1874","PCLB003_HT29_24H:BRD-K35832492-001-02-1:10","HT29","BRD-K35832492_10 uM_24 h"
"1875","PCLB002_HT29_24H:BRD-K01621458:10","HT29","BRD-K01621458_10 uM_24 h"
"1876","PCLB003_HT29_24H:BRD-K56411643-001-02-6:10","HT29","BRD-K56411643_10 uM_24 h"
"1877","PCLB003_A375_24H:BRD-K24576554-001-01-4:10","A375","AT-9283_10 uM_24 h"
"1878","PCLB003_A375_24H:BRD-K57064803-001-01-0:3.33","A375","BRD-K57064803_3.33 uM_24 h"
"1879","PCLB003_A375_24H:BRD-K07572174-001-17-0:0.41","A375","curcumin_0.37 uM_24 h"
"1880","PCLB003_A375_24H:BRD-K50324045-001-01-3:10","A375","BRD-K50324045_10 uM_24 h"
"1881","PCLB001_A375_24H:F03","A375","MW-SHH-151_0.66 uM_24 h"
"1882","PCLB002_A375_24H:BRD-K39569857:10","A375","BRD-K39569857_10 uM_24 h"
"1883","PCLB002_HT29_24H:BRD-K68488863:10","HT29","ENMD-2076_10 uM_24 h"
"1884","PCLB002_A375_24H:BRD-K01621458:10","A375","BRD-K01621458_10 uM_24 h"
"1885","PCLB002_A375_24H:BRD-K55533488:3.33","A375","BRD-K55533488_3.33 uM_24 h"
"1886","PCLB003_HT29_24H:BRD-K75627148-001-02-4:10","HT29","BRD-K75627148_10 uM_24 h"
"1887","PCLB001_A375_24H:O08","A375","hydroxyl_2.5 uM_24 h"
"1888","PCLB003_A375_24H:BRD-K42573370-001-01-1:0.04","A375","BRD-K42573370_0.04 uM_24 h"
"1889","PCLB003_A375_24H:BRD-K35832492-001-02-1:10","A375","BRD-K35832492_10 uM_24 h"
"1890","PBIOA022_A375_24H:G07","A375","BIX-01294_10 uM_24 h"
"1891","PBIOA022_A375_24H:I11","A375","CIL56_0.125 uM_24 h"
"1892","PBIOA019_A375_24H:P01","A375","exemestane_10 uM_24 h"
"1893","PBIOA022_HT29_24H:P08","HT29","avagacestat_3.33 uM_24 h"
"1894","PBIOA015_A375_24H:L08","A375","alsterpaullone_3.33 uM_24 h"
"1895","PBIOA019_A375_24H:I02","A375","BRD-K46556387_3.33 uM_24 h"
"1896","PBIOA015_HT29_24H:C07","HT29","kenpaullone_15 uM_24 h"
"1897","PBIOA015_A375_24H:M14","A375","deguelin_3.33 uM_24 h"
"1898","PBIOA013_HT29_24H:A19","HT29","BRD-K59385073_10 uM_24 h"
"1899","PBIOA018_HT29_24H:B07","HT29","PD-173074_10 uM_24 h"
"1900","PBIOA020_HT29_24H:I24","HT29","BRD-K16163479_0.04 uM_24 h"
"1901","PBIOA017_HT29_24H:L24","HT29","BRD-K43303828_0.04 uM_24 h"
"1902","PBIOA015_HT29_24H:J01","HT29","R-428_10 uM_24 h"
"1903","PBIOA013_A375_24H:O10","A375","etoposide_0.37 uM_24 h"
"1904","PBIOA015_A375_24H:F15","A375","BRD-K15801082_1.11 uM_24 h"
"1905","PBIOA015_A375_24H:P13","A375","wortmannin_10 uM_24 h"
"1906","PBIOA020_HT29_24H:M13","HT29","BRD-K81491172_10 uM_24 h"
"1907","PBIOA015_A375_24H:D07","A375","daunorubicin_10 uM_24 h"
"1908","PBIOA020_HT29_24H:C24","HT29","bortezomib_10 uM_24 h"
"1909","PBIOA015_HT29_24H:I20","HT29","BRD-K26664453_3.33 uM_24 h"
"1910","PBIOA019_A375_24H:M22","A375","parbendazole_0.37 uM_24 h"
"1911","PBIOA020_HT29_24H:C01","HT29","BRD-K67548518_10 uM_24 h"
"1912","PBIOA018_HT29_24H:O15","HT29","timolol_1.11 uM_24 h"
"1913","PBIOA017_A375_24H:B13","A375","BRD-K19826688_10 uM_24 h"
"1914","PBIOA022_A375_24H:N08","A375","CHIR-99021_3.33 uM_24 h"
"1915","PBIOA013_A375_24H:A19","A375","BRD-K59385073_10 uM_24 h"
"1916","PBIOA022_A375_24H:H18","A375","panobinostat_0.04 uM_24 h"
"1917","PBIOA018_A375_24H:M04","A375","volasertib_0.37 uM_24 h"
"1918","PBIOA020_HT29_24H:A19","HT29","BRD-K26641843_10 uM_24 h"
"1919","PBIOA021_HT29_24H:C13","HT29","BRD-K47503321_10 uM_24 h"
"1920","PBIOA013_A375_24H:B21","A375","1B_1.11 uM_24 h"
"1921","PBIOA018_HT29_24H:E19","HT29","paclitaxel_10 uM_24 h"
"1922","PBIOA018_HT29_24H:L13","HT29","BRD-K13659644_10 uM_24 h"
"1923","PBIOA015_HT29_24H:P07","HT29","simvastatin_10 uM_24 h"
"1924","PBIOA019_A375_24H:L07","A375","3-Cl-AHPC_10 uM_24 h"
"1925","PBIOA018_A375_24H:H16","A375","tivantinib_0.37 uM_24 h"
"1926","PBIOA013_HT29_24H:G13","HT29","geldanamycin_10 uM_24 h"
"1927","PBIOA015_HT29_24H:E01","HT29","BRD-K36943170_10 uM_24 h"
"1928","PBIOA019_HT29_24H:L01","HT29","voapaxar_10 uM_24 h"
"1929","PBIOA019_A375_24H:P07","A375","ABT-737_10 uM_24 h"
"1930","PBIOA022_A375_24H:D20","A375","topotecan_3.33 uM_24 h"
"1931","PBIOA016_HT29_24H:G01","HT29","BRD-K87550320_10 uM_24 h"
"1932","PBIOA020_HT29_24H:B24","HT29","amifostine_0.04 uM_24 h"
"1933","PBIOA022_HT29_24H:F21","HT29","tacedinaline_1.11 uM_24 h"
"1934","PBIOA014_A375_24H:P15","A375","SNX-2112_1.11 uM_24 h"
"1935","PBIOA022_A375_24H:E15","A375","VU-0418946-1_1.11 uM_24 h"
"1936","PBIOA019_HT29_24H:I01","HT29","BRD-K46556387_10 uM_24 h"
"1937","PBIOA018_A375_24H:H02","A375","BRD-K54606188_3.33 uM_24 h"
"1938","PBIOA022_HT29_24H:K01","HT29","BRD-K99760897_10 uM_24 h"
"1939","PBIOA013_HT29_24H:G19","HT29","BRD-A43210826_10 uM_24 h"
"1940","PBIOA019_HT29_24H:K10","HT29","troglitazone_10 uM_24 h"
"1941","PBIOA015_A375_24H:E07","A375","BRD-K99006945_10 uM_24 h"
"1942","PBIOA017_HT29_24H:N01","HT29","PLX-4720_10 uM_24 h"
"1943","PBIOA019_A375_24H:L01","A375","voapaxar_10 uM_24 h"
"1944","PBIOA018_A375_24H:H19","A375","SGI-1776_10 uM_24 h"
"1945","PBIOA013_A375_24H:D19","A375","BRD-K11180501_10 uM_24 h"
"1946","PBIOA020_HT29_24H:E19","HT29","GSK-269962_10 uM_24 h"
"1947","PBIOA022_A375_24H:L13","A375","CD-1530_10 uM_24 h"
"1948","PBIOA013_A375_24H:D01","A375","GSK-690693_10 uM_24 h"
"1949","PBIOA022_A375_24H:G01","A375","MST-312_10 uM_24 h"
"1950","PBIOA014_A375_24H:H19","A375","BRD-K51608872_10 uM_24 h"
"1951","PBIOA015_HT29_24H:E13","HT29","SB-202190_10 uM_24 h"
"1952","PBIOA014_A375_24H:M02","A375","BX-795_3.33 uM_24 h"
"1953","PBIOA022_A375_24H:A13","A375","fingolimod_10 uM_24 h"
"1954","PBIOA018_HT29_24H:J07","HT29","PF-573228_10 uM_24 h"
"1955","PBIOA021_HT29_24H:K01","HT29","NPC26_12 uM_24 h"
"1956","PBIOA022_HT29_24H:A09","HT29","nilotinib_1.11 uM_24 h"
"1957","PBIOA020_A375_24H:E01","A375","BRD-K71265179_10 uM_24 h"
"1958","PBIOA021_HT29_24H:P07","HT29","BRD-K33269038_10 uM_24 h"
"1959","PBIOA018_A375_24H:I24","A375","vinblastine_0.04 uM_24 h"
"1960","PBIOA013_A375_24H:I01","A375","BRD-K19926581_10 uM_24 h"
"1961","PBIOA017_A375_24H:M01","A375","GDC-0879_10 uM_24 h"
"1962","PBIOA019_HT29_24H:L07","HT29","3-Cl-AHPC_10 uM_24 h"
"1963","PBIOA017_HT29_24H:B13","HT29","BRD-K19826688_10 uM_24 h"
"1964","PBIOA015_HT29_24H:P13","HT29","wortmannin_10 uM_24 h"
"1965","PBIOA018_HT29_24H:P03","HT29","BRD-K06023321_1.11 uM_24 h"
"1966","PBIOA020_A375_24H:M13","A375","BRD-K81491172_10 uM_24 h"
"1967","PBIOA016_HT29_24H:P04","HT29","BRD-K30418433_0.37 uM_24 h"
"1968","PBIOA019_A375_24H:M04","A375","dabrafenib_0.37 uM_24 h"
"1969","PBIOA019_A375_24H:K19","A375","PD-168393_10 uM_24 h"
"1970","PBIOA018_A375_24H:D24","A375","BRD-K96431673_0.04 uM_24 h"
"1971","PBIOA016_HT29_24H:A07","HT29","sildenafil_10 uM_24 h"
"1972","PBIOA018_A375_24H:J07","A375","PF-573228_10 uM_24 h"
"1973","PBIOA018_HT29_24H:I20","HT29","vinblastine_3.33 uM_24 h"
"1974","PBIOA019_A375_24H:E19","A375","bendamustine_10 uM_24 h"
"1975","PBIOA020_HT29_24H:A07","HT29","GSK-1059615_10 uM_24 h"
"1976","PBIOA013_A375_24H:E16","A375","TMP-269_0.37 uM_24 h"
"1977","PBIOA019_HT29_24H:H19","HT29","BRD-K97651142_10 uM_24 h"
"1978","PBIOA022_HT29_24H:C13","HT29","BRD-K09907482_10 uM_24 h"
"1979","PBIOA019_A375_24H:I19","A375","fludarabine-phosphate_10 uM_24 h"
"1980","PBIOA013_HT29_24H:E24","HT29","BRD-K06836704_0.04 uM_24 h"
"1981","PBIOA016_HT29_24H:F19","HT29","sunitinib_10 uM_24 h"
"1982","PBIOA020_A375_24H:O07","A375","brivanib_10 uM_24 h"
"1983","PBIOA015_HT29_24H:I02","HT29","cytarabine_3.33 uM_24 h"
"1984","PBIOA016_HT29_24H:C01","HT29","SB-203580_10 uM_24 h"
"1985","PBIOA020_HT29_24H:G24","HT29","BRD-K10034020_0.04 uM_24 h"
"1986","PBIOA020_HT29_24H:K24","HT29","BRD-K84288283_0.04 uM_24 h"
"1987","PBIOA015_HT29_24H:D09","HT29","daunorubicin_1.11 uM_24 h"
"1988","PBIOA022_A375_24H:B11","A375","TW-37_0.125 uM_24 h"
"1989","PBIOA019_A375_24H:N07","A375","PI-103_10 uM_24 h"
"1990","PBIOA022_HT29_24H:B07","HT29","TW-37_10 uM_24 h"
"1991","PBIOA017_HT29_24H:M01","HT29","GDC-0879_10 uM_24 h"
"1992","PBIOA015_HT29_24H:H22","HT29","ML-161_0.37 uM_24 h"
"1993","PBIOA019_HT29_24H:M22","HT29","parbendazole_0.37 uM_24 h"
"1994","PBIOA013_A375_24H:F19","A375","CAM-9-027-3_10 uM_24 h"
"1995","PBIOA015_HT29_24H:M24","HT29","BRD-K09587429_0.04 uM_24 h"
"1996","PBIOA016_HT29_24H:P20","HT29","BRD-K38028643_3.33 uM_24 h"
"1997","PBIOA019_HT29_24H:P01","HT29","exemestane_10 uM_24 h"
"1998","PBIOA018_A375_24H:F19","A375","RVE-VIII-11_10 uM_24 h"
"1999","PBIOA017_A375_24H:N01","A375","PLX-4720_10 uM_24 h"
"2000","PBIOA017_HT29_24H:D01","HT29","BRD-K80954687_10 uM_24 h"
"2001","PBIOA013_HT29_24H:O24","HT29","BRD-K01397631_0.04 uM_24 h"
"2002","PBIOA017_HT29_24H:N07","HT29","WZ-4002_10 uM_24 h"
"2003","PBIOA015_A375_24H:I05","A375","cytarabine_0.125 uM_24 h"
"2004","PBIOA020_HT29_24H:D24","HT29","BRD-K41900823_0.04 uM_24 h"
"2005","PBIOA013_A375_24H:P13","A375","BRD-K56634255_10 uM_24 h"
"2006","PBIOA021_HT29_24H:M01","HT29","BRD-K35894044_10 uM_24 h"
"2007","PBIOA022_A375_24H:M14","A375","tosedostat_3.33 uM_24 h"
"2008","PBIOA013_HT29_24H:F19","HT29","CAM-9-027-3_10 uM_24 h"
"2009","PBIOA020_HT29_24H:O19","HT29","KHS-101_10 uM_24 h"
"2010","PBIOA016_HT29_24H:H01","HT29","fulvestrant_10 uM_24 h"
"2011","PBIOA017_HT29_24H:G07","HT29","AEG-3482_10 uM_24 h"
"2012","PBIOA014_A375_24H:P03","A375","BRD-K52186107_1.11 uM_24 h"
"2013","PBIOA019_HT29_24H:P19","HT29","BRD-K28456706_10 uM_24 h"
"2014","PBIOA022_A375_24H:H01","A375","BRD-K95786485_10 uM_24 h"
"2015","PBIOA016_HT29_24H:I20","HT29","linsitinib_3.33 uM_24 h"
"2016","PBIOA020_A375_24H:O19","A375","KHS-101_10 uM_24 h"
"2017","PBIOA021_HT29_24H:M13","HT29","DBeQ_10 uM_24 h"
"2018","PBIOA015_HT29_24H:L07","HT29","alsterpaullone_10 uM_24 h"
"2019","PBIOA014_A375_24H:K01","A375","TGX-221_10 uM_24 h"
"2020","PBIOA016_HT29_24H:I09","HT29","AZD-7762_1.11 uM_24 h"
"2021","PBIOA020_HT29_24H:L24","HT29","BRD-K19203541_0.04 uM_24 h"
"2022","PBIOA020_HT29_24H:H01","HT29","LY-2183240_10 uM_24 h"
"2023","PBIOA013_A375_24H:G19","A375","BRD-A43210826_10 uM_24 h"
"2024","PBIOA018_HT29_24H:M06","HT29","volasertib_0.04 uM_24 h"
"2025","PBIOA013_A375_24H:L01","A375","BRD-K08220319_10 uM_24 h"
"2026","PBIOA018_A375_24H:A20","A375","trametinib_3.33 uM_24 h"
"2027","PBIOA018_HT29_24H:H19","HT29","SGI-1776_10 uM_24 h"
"2028","PBIOA022_HT29_24H:E19","HT29","BMS-754807_10 uM_24 h"
"2029","PBIOA019_HT29_24H:K19","HT29","PD-168393_10 uM_24 h"
"2030","PBIOA016_HT29_24H:F02","HT29","SB-218078_3.33 uM_24 h"
"2031","PBIOA020_A375_24H:E24","A375","GSK-269962_0.04 uM_24 h"
"2032","PBIOA018_A375_24H:E19","A375","paclitaxel_10 uM_24 h"
"2033","PBIOA015_HT29_24H:E24","HT29","BRD-K81051633_0.04 uM_24 h"
"2034","PBIOA017_A375_24H:F01","A375","BRD-K35716340_12 uM_24 h"
"2035","PBIOA020_HT29_24H:H24","HT29","BRD-K37565594_0.04 uM_24 h"
"2036","PBIOA017_HT29_24H:I19","HT29","pazopanib_10 uM_24 h"
"2037","PBIOA022_HT29_24H:I08","HT29","CIL56_3.33 uM_24 h"
"2038","PBIOA013_HT29_24H:D01","HT29","GSK-690693_10 uM_24 h"
"2039","DOSVAL005_HT29_24H:BRD-K63000292:20","HT29","BRD-K63000292_20 uM_24 h"
"2040","DOSVAL001_HT29_24H:BRD-K00573290:10","HT29","BRD-K00573290_10 uM_24 h"
"2041","DOSVAL001_HT29_24H:BRD-K66214645:10","HT29","BRD-K66214645_10 uM_24 h"
"2042","DOSVAL005_HT29_24H:BRD-K86354270:10","HT29","BRD-K86354270_10 uM_24 h"
"2043","DOSVAL006_HT29_24H:BRD-K87434936:20","HT29","BRD-K87434936_20 uM_24 h"
"2044","DOSVAL003_HT29_24H:BRD-K73459720:20","HT29","BRD-K73459720_20 uM_24 h"
"2045","DOSVAL005_HT29_24H:BRD-K49477330:10","HT29","BRD-K49477330_10 uM_24 h"
"2046","DOSVAL001_HT29_24H:BRD-K30867024:10","HT29","SB-216641_10 uM_24 h"
"2047","DOSVAL005_A375_24H:BRD-K66814954:20","A375","BRD-K66814954_20 uM_24 h"
"2048","DOSVAL006_A375_24H:BRD-K64447917:20","A375","BRD-K64447917_20 uM_24 h"
"2049","DOSVAL001_HT29_24H:BRD-K17804045:5.00931","HT29","BRD-K17804045_4 uM_24 h"
"2050","DOSVAL004_HT29_24H:BRD-K93830491:20","HT29","BRD-K93830491_20 uM_24 h"
